33,1,1,1,1,1,1,1,1,1,1,1,1,44,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33
30,2,13,13,13,13,13,13,13,13,13,13,13,2,13,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,30
30,2,13,13,13,13,13,13,13,13,13,13,13,2,13,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,30
20,14,25,25,25,25,25,25,25,25,25,25,25,14,25,36,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20
30,31,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,10,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,21,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,43,30
30,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,30
33,1,1,1,1,1,1,1,1,1,1,1,1,12,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33
30,13,13,13,13,13,13,13,13,13,13,13,13,24,13,35,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,30
30,13,13,13,13,13,13,13,13,13,13,13,13,24,13,35,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,30
20,25,25,25,25,25,25,25,25,25,25,25,25,36,25,47,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20
